"AGPAT5","ARRB2","BIRC3","BLNK","BTLA","C5orf34","C6orf48","CLLU1","CR2","CXCR5","DAZ1","DTX1","E2F5","EPOR","FCER2","FCRL1","FCRL2","FCRLA","ID3","IGHM","IGJ","KBTBD8","LTB4R","MALAT1","MRPL49","NFAT5","NOC3L","PIP4K2A","PNOC","PNRC2","PTPRK","RASGRP3","REXO4","RWDD2A","SCN3A","SPIB","STAP1","SWAP70","TCL1A","TIMELESS","TMC4","TNFRSF17","TSPAN13","TUBB2A","TUBB3","USP6NL","VPREB3","YPEL4","ZCCHC18","ZFP82"
7.65362443447476,9.42478050276415,9.09951348556062,7.87412485024196,6.82073362013682,3.59450844301093,9.55780094792924,4.02669875560096,5.80796278606533,6.35368863112932,2.9966401690623,4.91651602316979,5.55197026163413,5.20164378600626,4.73880614967417,7.59492200547975,7.62284456835059,7.79500269458754,5.5988347202802,10.1788882758143,8.64389942758253,6.24000487339455,6.29354646993421,11.429950998725,7.91258221370774,5.87203974571088,7.47488578574106,8.57257524393851,6.05938252115998,10.4004867680683,4.72956667760399,5.63939613852131,6.17267460949098,4.29059575334674,4.08102595736376,7.1896708856861,6.16956402106875,8.06829458266644,7.35052321748682,5.24968309407297,4.46642989206684,4.7019458923774,7.3154489847415,5.81787112241801,6.7577077895526,5.00329259710101,6.81736994534077,4.92204481996752,6.00533874515224,5.52249722945803
