"AGPAT5","ARRB2","BIRC3","BLNK","BTLA","C5orf34","C6orf48","CLLU1","CR2","CXCR5","DAZ1","DTX1","E2F5","EPOR","FCER2","FCRL1","FCRL2","FCRLA","ID3","IGHM","IGJ","KBTBD8","LTB4R","MALAT1","MRPL49","NFAT5","NOC3L","PIP4K2A","PNOC","PNRC2","PTPRK","RASGRP3","REXO4","RWDD2A","SCN3A","SPIB","STAP1","SWAP70","TCL1A","TIMELESS","TMC4","TNFRSF17","TSPAN13","TUBB2A","TUBB3","USP6NL","VPREB3","YPEL4","ZCCHC18","ZFP82"
7.28897791069486,10.0995953667999,7.8113150918577,5.85663942256904,6.27437298478526,3.1999716150555,9.14065899246868,2.98442265709392,4.15403209166036,5.84744432716554,2.30492974433583,5.27770667562037,4.61260873835193,5.9243048557203,4.74785426705681,4.80732875616494,5.64830855726593,5.59752629229125,5.35720095997663,8.8167148949392,7.22755174152137,5.5864373965631,6.90248105241098,11.3430823762969,7.48028218838473,6.38889573173776,5.98462602485697,9.14098435079013,5.24576485841559,10.0833585219155,3.5109602280404,4.02915997442618,6.31526338315327,3.83906555318626,3.42990236965499,5.96985927640399,5.39404958000002,7.08379301801132,6.77076506743595,4.68441881116817,4.51769066628072,3.89956176378226,5.96111343805572,9.79161704304243,8.04727196369122,4.24564895235924,5.30181643526166,5.38036319525963,4.61450782326161,5.21552984226598
