"ACP5","ANKRD9","ATP8A1","BIRC2","BPGM","C9orf135","CCR3","CLN8","COL19A1","DNAJC18","EIF1AY","EIF1B","FABP6","FAM134A","FAM21A","FAM92A1","GNAO1","GSTM1","HERC2P3","HIST1H2AM","IGFL2","KDM5C","KHDRBS2","L3MBTL4","LGI3","LHFPL2","MATN1","OR52K3P","PIP5K1B","PLCD4","PQLC1","RHCE","RPH3A","RPIA","RPS4Y1","RRAGB","SASH1","SESTD1","SHROOM1","SLC1A5","SLC22A23","SLC39A3","SNORA74A","SOX5","SPG7","TTLL9","TUBB2A","TUBB3","UHRF1BP1","ZNF507"
7.82645960628068,5.88033155377559,3.89447227021863,9.53036209389097,8.44922505960201,3.10061386517907,6.37378223105804,5.64368274927443,3.7449250890202,4.56059088545029,8.64040232836057,10.4318469228097,3.80532925631213,8.76697495004084,9.27693666906156,4.05668411906374,3.90528344040022,5.52010695384277,4.33929259873348,4.14941204882703,3.74352944831236,6.16886578016906,3.56375546306867,3.17160799314483,4.54768061140131,6.45794901377921,4.21520921713886,6.72329637098325,6.82700226023487,3.26371961609296,8.16052014650406,4.85423972626552,5.44361943437287,9.1863926411011,10.9032506134476,5.95870421014294,5.70930910468351,6.79474923101187,4.02452467137747,6.92695994583948,4.77502641445898,6.15464197967953,3.23991871540121,3.27423470817429,4.46537018655417,4.43361410358217,7.29159440766811,7.20468988573225,4.30772111381291,3.59732207446819
