"ACP5","ANKRD9","ATP8A1","BIRC2","BPGM","C9orf135","CCR3","CLN8","COL19A1","DNAJC18","EIF1AY","EIF1B","FABP6","FAM134A","FAM21A","FAM92A1","GNAO1","GSTM1","HERC2P3","HIST1H2AM","IGFL2","KDM5C","KHDRBS2","L3MBTL4","LGI3","LHFPL2","MATN1","OR52K3P","PIP5K1B","PLCD4","PQLC1","RHCE","RPH3A","RPIA","RPS4Y1","RRAGB","SASH1","SESTD1","SHROOM1","SLC1A5","SLC22A23","SLC39A3","SNORA74A","SOX5","SPG7","TTLL9","TUBB2A","TUBB3","UHRF1BP1","ZNF507"
6.33558327880473,4.61223284602385,3.54034719386308,9.38710800635402,7.16475108387513,2.85772417957898,6.93569167593365,5.78167524089644,4.35033710770606,4.03001801385723,8.25656048784551,9.87742340058184,3.63412865482987,7.77615959759162,9.65485813156652,3.88599845992874,3.49432437679976,6.08677815053727,3.73110238054012,4.01243956042468,3.72088999435534,6.01258179543609,3.78124666980597,3.11746816921694,4.54460275305185,6.27939980522356,4.42707066258326,5.76663260100955,6.20800209513316,3.16824358950362,7.11522712748321,3.61943425897087,5.78437005673028,8.14188969552935,11.2388849723592,4.49606953690172,5.75316374101563,7.21586523953962,3.85747031955123,5.78757209568852,4.98623917075866,5.82658633774967,2.79328044226617,2.72923616028721,4.83154712689563,3.68976193646468,5.81787112241801,6.7577077895526,3.77512007678939,3.72084731248013
